seed,seed_target,candidate,feature_type,suggested_target,similarity,purity,coverage,ambiguity,context_rule_hint
原生家庭的无奈,DOWN,为原生家庭的,char,DOWN,0.625,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
建议工作日早上去,DOWN,建议工作日,char,DOWN,0.625,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
每天早上七点起床,DOWN,天早上七点,char,DOWN,0.625,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
建议工作日早上去,DOWN,作日早上去,char,DOWN,0.625,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
建议工作日早上去,DOWN,工作日早上,char,DOWN,0.625,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的好烂,DOWN,我真的,char,DOWN,0.6,0.6421,122,41,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我好恨自己,DOWN,我自己,char,DOWN,0.6,0.6438,103,36,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
生活费不够,DOWN,生活费,char,DOWN,0.6,0.7719,44,8,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,找不到,char,DOWN,0.6,0.6471,33,11,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,到工作,char,DOWN,0.6,0.8696,20,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
父母不同意,DOWN,父母不,char,DOWN,0.6,1.0,17,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,我该怎么办,char,DOWN,0.6,0.7143,15,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我妈把我删了,DOWN,把我删,char,DOWN,0.6,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭,DOWN,生家庭的,char,DOWN,0.6,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭,DOWN,的原生家,char,DOWN,0.6,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
父母不同意,DOWN,不同意,char,DOWN,0.6,1.0,13,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
走不出来,DOWN,不出来，,char,DOWN,0.6,0.8,12,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
把我拉黑了,DOWN,拉黑了,char,DOWN,0.6,0.6,12,5,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我好恨自己,DOWN,恨自己,char,DOWN,0.6,0.9167,11,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,找到工,char,DOWN,0.6,0.9091,10,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
突然被裁员,DOWN,突然被,char,DOWN,0.6,0.7692,10,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
把我拉黑了,DOWN,我拉黑,char,DOWN,0.6,1.0,10,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,怎么办呢？,char,DOWN,0.6,0.8182,9,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,怎么办啊，,char,DOWN,0.6,1.0,9,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
把我拉黑了,DOWN,把我拉,char,DOWN,0.6,0.8182,9,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我妈把我删了,DOWN,我删了,char,DOWN,0.6,0.8889,8,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,道该怎么办,char,DOWN,0.6,0.6154,8,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
要跟我分手,DOWN,我分手,char,DOWN,0.6,1.0,8,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我好恨自己,DOWN,好自己,char,DOWN,0.6,0.5714,8,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
假装在国外,DOWN,在国外,char,DOWN,0.6,0.5714,8,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo了,AMBIGUOUS,emon,char,DOWN,0.6,0.7,7,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,工作不,char,DOWN,0.6,0.7,7,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
家里不让,DOWN,家里人不,char,DOWN,0.6,1.0,7,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,应该怎么办,char,DOWN,0.6,0.7778,7,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
走不出来,DOWN,做不出来,char,DOWN,0.6,0.7778,7,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
要跟我分手,DOWN,跟我分,char,DOWN,0.6,0.875,7,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
虽然有点尬,DOWN,虽然有,char,DOWN,0.6,0.7778,7,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭,DOWN,为原生家,char,DOWN,0.6,0.75,6,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
对身体不好,DOWN,身体不,char,DOWN,0.6,0.6667,6,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,知道怎么办,char,DOWN,0.6,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
加班到崩溃,DOWN,到崩溃,char,DOWN,0.6,0.75,6,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
要跟我分手,DOWN,要分手,char,DOWN,0.6,0.8571,6,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
要跟我分手,DOWN,要跟我,char,DOWN,0.6,0.75,6,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
控制不住,DOWN,是控制不,char,DOWN,0.6,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我好恨自己,DOWN,自己我,char,DOWN,0.6,0.75,6,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo了,AMBIGUOUS,lemo,char,DOWN,0.6,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
大家都,AMBIGUOUS,原来大家都,char,DOWN,0.6,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
大家都,AMBIGUOUS,大家好像都,char,DOWN,0.6,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
身边朋友,AMBIGUOUS,身边的朋,char,DOWN,0.6,0.7143,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
身边朋友,AMBIGUOUS,边的朋友,char,DOWN,0.6,0.7143,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
身边的人,AMBIGUOUS,身边的朋,char,DOWN,0.6,0.7143,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
peer,AMBIGUOUS,presen,char,DOWN,0.6,0.5556,5,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,不工作,char,DOWN,0.6,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
找不到工作,DOWN,不到工,char,DOWN,0.6,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭,DOWN,于原生家,char,DOWN,0.6,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
被父母催婚,DOWN,被父母,char,DOWN,0.6,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,该怎么办？,char,DOWN,0.6,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,了，怎么办,char,DOWN,0.6,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,怎么办啊！,char,DOWN,0.6,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
加班到崩溃,DOWN,加班到,char,DOWN,0.6,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo,DOWN,lemon,char,DOWN,0.6,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
控制不住,DOWN,制不住，,char,DOWN,0.6,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我就是烂,DOWN,，就是我,char,DOWN,0.6,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的好烂,DOWN,我的好,char,DOWN,0.6,0.5556,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
虽然有点尬,DOWN,然有点,char,DOWN,0.6,0.625,5,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
不被理解,DOWN,不理解为,char,DOWN,0.6,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
不被理解,DOWN,不理解我,char,DOWN,0.6,0.5714,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭,DOWN,生家庭，,char,DOWN,0.6,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
对身体不好,DOWN,对身体,char,DOWN,0.6,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,该怎么办啊,char,DOWN,0.6,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
走不出来,DOWN,写不出来,char,DOWN,0.6,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
走不出来,DOWN,拿不出来,char,DOWN,0.6,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我就是烂,DOWN,就是，我,char,DOWN,0.6,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
有点虚荣心,DOWN,虚荣心,char,DOWN,0.6,0.5714,4,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
虽然有点尬,DOWN,有点尬,char,DOWN,0.6,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
假装在国外,DOWN,假装在,char,DOWN,0.6,0.5714,4,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
大家都,AMBIGUOUS,大家都是怎,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
大家都,AMBIGUOUS,，大家都很,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
身边的人,AMBIGUOUS,我身边的,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
身边的人,AMBIGUOUS,在身边的,char,DOWN,0.6,0.6,3,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
又失败了,DOWN,失败了，,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我妈把我删了,DOWN,了我妈,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
不被理解,DOWN,理解不了,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,怎么办，我,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
怎么办,DOWN,怎么办？女,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
走不出来,DOWN,走出来的,char,DOWN,0.6,0.6,3,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo,DOWN,lulemo,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo,DOWN,ulemo,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo,DOWN,comet,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
emo,DOWN,cometo,char,DOWN,0.6,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
吃饭太慢了,DOWN,太慢了,char,DOWN,0.6,0.6,3,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
觉得自己不太行,DOWN,觉得自己,char,DOWN,0.5714,0.6104,47,17,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,原生家庭,char,DOWN,0.5714,0.8696,40,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,原生家庭,char,DOWN,0.5714,0.8696,40,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,生家庭的,char,DOWN,0.5714,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,的原生家,char,DOWN,0.5714,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,生家庭的,char,DOWN,0.5714,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,的原生家,char,DOWN,0.5714,0.9286,13,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的不理解,DOWN,，我真的不,char,DOWN,0.5714,1.0,7,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,庭的无奈,char,DOWN,0.5714,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,家庭的无,char,DOWN,0.5714,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,庭的无奈,char,DOWN,0.5714,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
原生家庭的无奈,DOWN,家庭的无,char,DOWN,0.5714,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,问我为什么,char,DOWN,0.5714,0.6,6,4,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的不理解,DOWN,我真的不知,char,DOWN,0.5714,0.6667,6,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的不理解,DOWN,我真的不是,char,DOWN,0.5714,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
想不通为什么,DOWN,为什么不能,char,DOWN,0.5714,0.5556,5,3,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,为什么我的,char,DOWN,0.5714,0.7143,5,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,为什么我会,char,DOWN,0.5714,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,为什么会这,char,DOWN,0.5714,0.8333,5,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我可不是又矮又挫,DOWN,可是我不,char,DOWN,0.5714,1.0,5,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
想不通为什么,DOWN,我为什么不,char,DOWN,0.5714,0.6667,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
滚出我的生活,DOWN,，我的生活,char,DOWN,0.5714,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,道为什么我,char,DOWN,0.5714,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,我为什么不,char,DOWN,0.5714,0.6667,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,，为什么我,char,DOWN,0.5714,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
觉得自己不太行,DOWN,觉自己不,char,DOWN,0.5714,0.6667,4,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
不用去太平山顶,DOWN,去太平山,char,DOWN,0.5714,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的不理解,DOWN,是不是我真的,char,DOWN,0.5714,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
我真的不理解,DOWN,不是我真的,char,DOWN,0.5714,0.8,4,1,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
为什么我这么丑,DOWN,于我为什么,char,DOWN,0.5714,0.6,3,2,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
建议工作日早上去,DOWN,，建议工作日,char,DOWN,0.5556,1.0,6,0,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。
比我,AMBIGUOUS,我比,char,NEUTRAL,1.0,0.5833,7,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
peer,AMBIGUOUS,Pre,char,NEUTRAL,1.0,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
怎么办,NEUTRAL,办怎么办,char,NEUTRAL,1.0,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
怎么办,NEUTRAL,怎么办怎么办,char,NEUTRAL,1.0,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
怎么办,NEUTRAL,么办怎么办,char,NEUTRAL,1.0,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有有,char,NEUTRAL,1.0,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
我这狗屎般的笑点,NEUTRAL,#我这狗屎般的笑点,hash,NEUTRAL,0.8889,0.9,9,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
童年动漫回忆杀,NEUTRAL,#童年动漫回忆杀,hash,NEUTRAL,0.875,1.0,6,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,发生什么事，,char,NEUTRAL,0.8333,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,真的很好,char,NEUTRAL,0.8,0.5641,22,10,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,发生什么,char,NEUTRAL,0.8,0.5714,8,5,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
英语启蒙,NEUTRAL,#英语启蒙,hash,NEUTRAL,0.8,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,生什么事,char,NEUTRAL,0.8,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#2025年,NEUTRAL,025年5,char,NEUTRAL,0.8,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#2025年,NEUTRAL,2025年5,char,NEUTRAL,0.8,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,的很好奇,char,NEUTRAL,0.8,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
大家都,AMBIGUOUS,大家都说,char,NEUTRAL,0.75,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
怎么办,NEUTRAL,怎么办我,char,NEUTRAL,0.75,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
下次来吃,NEUTRAL,下次来,char,NEUTRAL,0.75,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
还来不及,NEUTRAL,还来不,char,NEUTRAL,0.75,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
大家都,AMBIGUOUS,看大家都,char,NEUTRAL,0.75,0.6,3,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,top3,word,NEUTRAL,0.75,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
求推荐,NEUTRAL,，求推荐,char,NEUTRAL,0.75,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#鸟 #鸟类 #小鸟 #鸟鸟教 #爱护鸟类人人有责,NEUTRAL,#爱护鸟类人人有责,hash,NEUTRAL,0.7273,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
这是什么意思,NEUTRAL,是什么意思？,char,NEUTRAL,0.7143,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,真的很好吃,char,NEUTRAL,0.6667,0.6875,11,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐的,char,NEUTRAL,0.6667,0.6471,11,5,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
peer,AMBIGUOUS,er,word,NEUTRAL,0.6667,0.8182,9,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,求推荐,char,NEUTRAL,0.6667,0.5625,9,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
求推荐,NEUTRAL,求推,char,NEUTRAL,0.6667,0.5625,9,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
巨好用,NEUTRAL,巨好,char,NEUTRAL,0.6667,0.6667,8,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐，,char,NEUTRAL,0.6667,0.6154,8,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,？有没,char,NEUTRAL,0.6667,0.5714,8,6,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,？有没有,char,NEUTRAL,0.6667,0.5714,8,6,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,OP,char,NEUTRAL,0.6667,0.6364,7,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,烈推荐,char,NEUTRAL,0.6667,0.7778,7,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
薅羊毛,NEUTRAL,羊毛,char,NEUTRAL,0.6667,0.5833,7,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有的,char,NEUTRAL,0.6667,0.5833,7,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,tto,char,NEUTRAL,0.6667,0.6667,6,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
