term,feature_type,suggested_target,count_UP,count_NEUTRAL,count_DOWN,total_docfreq,purity,coverage,ambiguity,ambiguity_label,log_odds_z_UP,chi2_UP,mi_UP,log_odds_z_NEUTRAL,chi2_NEUTRAL,mi_NEUTRAL,log_odds_z_DOWN,chi2_DOWN,mi_DOWN,max_abs_log_odds_z,max_chi2,max_mi,suggested_bucket,context_rule_hint,l1_coef_UP,l1_coef_NEUTRAL,l1_coef_DOWN,l1_available
超出片,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
的景点,char,NEUTRAL,2,7,0,9,0.7778,7,2,UP,-0.8474,0.4996,3.2e-05,2.9652,8.0665,0.000451,-0.2587,4.5317,0.00044,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
i）,char,NEUTRAL,2,7,0,9,0.7778,7,2,UP,-0.8474,0.4996,3.2e-05,2.9652,8.0665,0.000451,-0.2587,4.5317,0.00044,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.142053,0.732425,0.0,True
雷的,char,NEUTRAL,2,7,0,9,0.7778,7,2,UP,-0.8474,0.4996,3.2e-05,2.9652,8.0665,0.000451,-0.2587,4.5317,0.00044,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.240848,0.0,True
颜色，,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
在中国,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.479696,1.564931,0.0,True
的。如,char,NEUTRAL,2,7,0,9,0.7778,7,2,UP,-0.8474,0.4996,3.2e-05,2.9652,8.0665,0.000451,-0.2587,4.5317,0.00044,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
Com,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
#香港酒店,hash,NEUTRAL,2,7,0,9,0.7778,7,2,UP,-0.8474,0.4996,3.2e-05,2.9652,8.0665,0.000451,-0.2587,4.5317,0.00044,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
吃三,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.741489,1.024715,0.0,True
学研,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
学研究,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
转身,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.507646,0.287684,0.0,True
的「,char,NEUTRAL,1,7,1,9,0.7778,7,1,UP,-1.42,2.0004,0.000144,2.9652,8.0665,0.000451,-1.5562,2.022,0.000146,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.133345,0.0,True
人在这,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
”很,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
的东西吗,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.074563,0.0,True
子？,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.646573,1.024928,-0.738561,True
食了,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.346209,0.09722,0.0,True
你到底在,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
价不,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.667514,0.0,True
、微,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
说如,char,NEUTRAL,0,7,2,9,0.7778,7,2,DOWN,-0.2545,4.5024,0.000438,2.9652,8.0665,0.000451,-1.0275,0.5115,3.3e-05,2.9652,8.0665,0.000451,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.35111,-1.116384,True
chil,char,NEUTRAL,9,11,0,20,0.55,11,9,UP,0.8289,1.2307,7e-05,2.9486,4.2899,0.00024,-0.3857,10.0837,0.000979,2.9486,10.0837,0.000979,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.493073,0.0,True
园里,char,NEUTRAL,8,11,1,20,0.55,11,8,UP,0.3676,0.4025,2.3e-05,2.9486,4.2899,0.00024,-2.4524,7.2956,0.000584,2.9486,7.2956,0.000584,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.49465,0.410252,-0.224379,True
s.,char,NEUTRAL,8,11,1,20,0.55,11,8,UP,0.3676,0.4025,2.3e-05,2.9486,4.2899,0.00024,-2.4524,7.2956,0.000584,2.9486,7.2956,0.000584,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
ya,char,NEUTRAL,5,11,4,20,0.55,11,5,UP,-1.0172,0.6248,3.9e-05,2.9486,4.2899,0.00024,-1.7126,1.6325,0.000107,2.9486,4.2899,0.00024,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.515337,0.084689,0.0,True
eta,char,NEUTRAL,4,11,5,20,0.55,11,5,DOWN,-1.4542,1.6013,0.000105,2.9486,4.2899,0.00024,-1.2969,0.6452,4.1e-05,2.9486,4.2899,0.00024,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.467986,0.0,0.0,True
到底在,char,NEUTRAL,3,11,6,20,0.55,11,6,DOWN,-1.8544,3.0289,0.000208,2.9486,4.2899,0.00024,-0.8575,0.1081,7e-06,2.9486,4.2899,0.00024,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
底在,char,NEUTRAL,3,11,6,20,0.55,11,6,DOWN,-1.8544,3.0289,0.000208,2.9486,4.2899,0.00024,-0.8575,0.1081,7e-06,2.9486,4.2899,0.00024,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
#职场,hash,NEUTRAL,5,11,4,20,0.55,11,5,UP,-1.0172,0.6248,3.9e-05,2.9486,4.2899,0.00024,-1.7126,1.6325,0.000107,2.9486,4.2899,0.00024,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.593632,-0.571372,True
以试,char,NEUTRAL,5,9,1,15,0.6,9,5,UP,-0.2188,0.0,0.0,2.9032,4.8608,0.00027,-2.1355,4.8468,0.000375,2.9032,4.8608,0.000375,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
可以试,char,NEUTRAL,5,9,1,15,0.6,9,5,UP,-0.2188,0.0,0.0,2.9032,4.8608,0.00027,-2.1355,4.8468,0.000375,2.9032,4.8608,0.000375,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
个能,char,NEUTRAL,4,9,2,15,0.6,9,4,UP,-0.7506,0.2995,1.9e-05,2.9032,4.8608,0.00027,-1.8996,2.7353,0.000192,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.575503,-0.236281,True
哦~,char,NEUTRAL,2,9,4,15,0.6,9,4,DOWN,-1.7095,2.7021,0.000189,2.9032,4.8608,0.00027,-0.998,0.3119,1.9e-05,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
送，,char,NEUTRAL,4,9,2,15,0.6,9,4,UP,-0.7506,0.2995,1.9e-05,2.9032,4.8608,0.00027,-1.8996,2.7353,0.000192,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.695092,0.0,True
Ge,char,NEUTRAL,4,9,2,15,0.6,9,4,UP,-0.7506,0.2995,1.9e-05,2.9032,4.8608,0.00027,-1.8996,2.7353,0.000192,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.594868,0.630011,0.0,True
预制,char,NEUTRAL,1,9,5,15,0.6,9,5,DOWN,-1.9959,4.8052,0.000372,2.9032,4.8608,0.00027,-0.4825,0.0001,0.0,2.9032,4.8608,0.000372,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.172613,1.549441,0.0,True
啥不,char,NEUTRAL,1,9,5,15,0.6,9,5,DOWN,-1.9959,4.8052,0.000372,2.9032,4.8608,0.00027,-0.4825,0.0001,0.0,2.9032,4.8608,0.000372,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.005753,0.0,0.0,True
现有,char,NEUTRAL,5,9,1,15,0.6,9,5,UP,-0.2188,0.0,0.0,2.9032,4.8608,0.00027,-2.1355,4.8468,0.000375,2.9032,4.8608,0.000375,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.959897,-1.090596,True
饮品,char,NEUTRAL,3,9,3,15,0.6,9,3,UP,-1.2594,1.2002,7.9e-05,2.9032,4.8608,0.00027,-1.4831,1.2237,8e-05,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.089922,0.0,True
试！,char,NEUTRAL,4,9,2,15,0.6,9,4,UP,-0.7506,0.2995,1.9e-05,2.9032,4.8608,0.00027,-1.8996,2.7353,0.000192,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
哪吒,char,NEUTRAL,1,9,5,15,0.6,9,5,DOWN,-1.9959,4.8052,0.000372,2.9032,4.8608,0.00027,-0.4825,0.0001,0.0,2.9032,4.8608,0.000372,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.520198,-1.112096,True
某天,char,NEUTRAL,2,9,4,15,0.6,9,4,DOWN,-1.7095,2.7021,0.000189,2.9032,4.8608,0.00027,-0.998,0.3119,1.9e-05,2.9032,4.8608,0.00027,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
在金,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.008315,0.852095,0.0,True
值！,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.56727,0.0,True
果和,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.786438,0.0,True
思考试,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.000292,0.0,0.0,True
雅思考试,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.478731,0.0,0.0,True
口感很,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
船，,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
小鱼,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.118761,0.0,True
拍毕,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.70516,0.0,True
，快来,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
腻！,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.902525,0.750535,0.0,True
堆人,char,NEUTRAL,1,7,0,8,0.875,7,1,UP,-1.2839,1.5625,0.000111,2.8725,10.6387,0.000613,-0.2439,4.0277,0.000391,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.775004,-1.024288,True
的话可,char,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.490479,0.0,True
（海,char,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
特效,char,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
#电影,hash,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.332795,0.776658,0.0,True
#拒绝内耗,hash,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.804639,0.57869,0.0,True
河南,char,NEUTRAL,0,7,1,8,0.875,7,1,DOWN,-0.2399,4.0017,0.000389,2.8725,10.6387,0.000613,-1.419,1.5808,0.000112,2.8725,10.6387,0.000613,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.888599,1.403226,0.0,True
图片来,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
香港地,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.6e-05,-0.21345,True
港地,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.788072,-0.008934,True
泰式,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.155133,0.0,0.0,True
早在,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
明这,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.416607,-0.029299,True
能错,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
活動,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
？感,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
好吃！！,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
！点,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
天奶,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
老天奶,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
来试试,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
店一,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
尝尝,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.139986,0.0,True
个号,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.564129,0.0,True
nct127,word,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.709959,-0.540374,True
