error_type,meaning,extraction_goal,term,target_docfreq,contrast_docfreq,target_rate,contrast_rate,precision_like,log_odds,score,suggested_target_label,suggested_frame,suggested_cue_type,suggested_use
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,多選,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,多選擇,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,夜景香,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,夜景香港,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男生穿,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男生穿搭,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男生穿搭拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,存档男生穿搭拍摄,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,宫崎骏漫,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,宫崎骏漫画,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,宫崎骏漫画里,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,宫崎骏漫画里的,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,小众拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,就截,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,尼玩,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,崎骏漫,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,崎骏漫画,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,崎骏漫画里,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,崎骏漫画里的,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,工作日早,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,工作日早上,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,工作日早上去,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,巧让,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,巧让你,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,带自,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,恶意，,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,我之前拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,我的确,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,技巧让,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,技巧让你,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,拍出好,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,拍大片,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,搭拍摄,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,搭拍摄技,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,搭拍摄技巧,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,摆姿,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,摆姿势,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,摸了,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,日早上,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,日早上去,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,时髦存档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,时髦存档男生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,时髦存档男生穿,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,时髦存档男生穿搭,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,是想拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,是想来,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,是我之前拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,显腿长2,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,显高显瘦,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,最生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,有目标的,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,来利,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,杯（,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,构图技巧来,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,构图技巧来拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,构图技巧来拍照,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,构图技巧来拍照了,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,构图拍,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,格后,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,档男,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,档男生,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,档男生穿,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
down_to_up,direction flip,extract others-better/I-worse and failed-aspiration cues that look positive locally,档男生穿搭,5,0,0.0075,0.0,1.0,4.8481,15.3127,DOWN,blocked_aspiration_failure,contextual_frame,treat local positive words as contrast if overall story is poster worse-off
