target_label,frame,cue,cue_type,source_basis,rationale,weight_1_3,context_rule,count_UP,count_DOWN,count_NEUTRAL,empirical_label,empirical_share,merge_source,llm_docfreq,mean_confidence,example_post_ids
NEUTRAL,information_sharing,错失真正豪门的原因,domain_frame,LLM_train_extraction+XHS,这是对事件的描述，没有表达对比或立场，属于信息传递,3,用于纯信息介绍或描述，不涉及相对立场或情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03149|nc_03959
NEUTRAL,information_sharing,问过 是无毒的 才敢抓来拍照,domain_frame,LLM_train_extraction+XHS,提供安全信息，属于客观描述，没有体现相对优劣,3,描述安全或注意事项时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03712|nc_04551
NEUTRAL,information_sharing,韩式芝士排骨现场操作,domain_frame,LLM_train_extraction+XHS,介绍菜品制作过程，属于信息传递，没有明显立场,3,用于描述具体操作或产品细节，避免带有情感色彩或比较词,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03680|nc_04519
NEUTRAL,information_sharing,预算16人每人30-40hkd,domain_frame,LLM_train_extraction+XHS,提供预算信息，属于客观数据，没有表现出优劣或对比,3,用于描述条件或限制时，不涉及立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03736|nc_04575
NEUTRAL,information_sharing,频繁健身后才知道帽子的真正用处,domain_frame,LLM_train_extraction+XHS,这是作者分享个人体验，没有明显的相对立场，属于信息分享。,3,仅描述个人体验，不涉及对比或价值判断时使用。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02377|nc_04267
NEUTRAL,information_sharing,饼店位置如果在金钟或者九龙塘附近会更好～,domain_frame,LLM_train_extraction+XHS,提出地点偏好，属于信息表达，没有表现出相对优劣,3,表达偏好或条件时，不涉及立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03736|nc_04575
NEUTRAL,information_sharing,鸟类幼崽图鉴,domain_frame,LLM_train_extraction+XHS,这是帖子主题，强调分享鸟类幼崽的知识和观察，没有明显的上下关系或情感色彩,3,用于介绍或分享事实信息时，不涉及读者与帖主的相对地位,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03617|nc_04456
NEUTRAL,learning_and_education,英语启蒙,domain_frame,LLM_train_extraction+XHS,该短语表明帖子内容是关于英语学习的教学，没有明显的上下或下的立场偏向。,3,用于描述学习内容或教程时，不应带有明显的优劣比较。,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03505|nc_04334
NEUTRAL,life_philosophy,凡事发生皆有利于我,domain_frame,LLM_train_extraction+XHS,表达对人生低谷的积极看法，强调个人成长的哲理，支持中立标签,3,用在表达人生低谷中的感悟，不带明显的比较或情绪色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03106|nc_03916
NEUTRAL,music_sharing,#好听的音乐,domain_frame,LLM_train_extraction+XHS,描述音乐的好听程度，属于个人感受的表达，没有明显的相对立场,3,用于表达个人喜好，不涉及比较对象,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03515|nc_04324
NEUTRAL,music_sharing,#我的宝藏歌单,domain_frame,LLM_train_extraction+XHS,这是在分享个人歌单，没有涉及对比或立场，属于信息分享,3,用于表达个人收藏或推荐，不涉及优劣比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03515|nc_04324
NEUTRAL,neutral_information,下次来吃,domain_frame,LLM_train_extraction+XHS,表达对未来的期待，属于个人偏好或计划，没有明显的相对立场,2,用于表达未来打算或建议，不涉及比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00223|nc_00333
NEUTRAL,neutral_information,下颌的那把刀看上去就疼,neutralizer_frame,LLM_train_extraction+XHS,描述身体状态或感受，属于中性描述，不涉及比较,2,仅描述感受或状态，不引入优劣或相对关系,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03683|nc_04522
NEUTRAL,neutral_information,不要再流行黄油年糕这种高热量美食了,domain_frame,LLM_train_extraction+XHS,这是对一种美食的描述，属于信息传递，没有明显的相对立场偏向,3,用于描述或推荐某类食物或事物时，不涉及立场偏向,0,0,4,NEUTRAL,1.0,train_llm,4,0.85,nc_00631|nc_01091|nc_01021|nc_04351
NEUTRAL,neutral_information,不要轻易带飞行棋去公园,domain_frame,LLM_train_extraction+XHS,这是一个建议性描述，属于信息传递，没有明显的UP或DOWN倾向,3,用作建议或提醒时，保持中立态度,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02362|nc_04251
NEUTRAL,neutral_information,与叻哥合照,domain_frame,LLM_train_extraction+XHS,描述行为，没有表达立场,2,描述个人行为或事件，不涉及相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03093|nc_03903
NEUTRAL,neutral_information,今天去沙田玩,domain_frame,LLM_train_extraction+XHS,描述活动，没有表达相对立场,2,描述日常活动或行程，不涉及比较或立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03093|nc_03903
NEUTRAL,neutral_information,今晚18:00优酷全网独播,domain_frame,LLM_train_extraction+XHS,这是一个客观的节目播出信息，没有涉及任何相对立场或比较。,3,纯信息传递，不涉及情感或立场色彩。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03575|nc_04384
NEUTRAL,neutral_information,促进了长江上游地区物资客流的通江达海能力,domain_frame,LLM_train_extraction+XHS,说明工程带来的具体改善，属于事实描述，没有价值导向,3,描述工程带来的变化时，避免加入价值判断或相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03569|nc_04378
NEUTRAL,neutral_information,值机时旁边座位被选,domain_frame,LLM_train_extraction+XHS,描述事件的事实，没有表达情感或立场，属于中性信息,3,用于描述事实或事件，不带主观评价或立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03299|nc_04109
NEUTRAL,neutral_information,再打广东都要淹了,domain_frame,LLM_train_extraction+XHS,表达对天气的担忧，属于事实陈述，没有体现上下立场关系。,3,描述天气影响时，避免带有明显的比较或立场色彩。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03136|nc_03946
NEUTRAL,neutral_information,冲绳旅拍,domain_frame,LLM_train_extraction+XHS,描述旅游地点和拍摄内容，属于客观信息，没有表达优劣或情感倾向,3,用于介绍地点或活动，不涉及评价或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00114|nc_03836
NEUTRAL,neutral_information,剧中的浥南大祭,domain_frame,LLM_train_extraction+XHS,描述事件和人物，提供客观信息，没有明显的上下关系或情感色彩,3,用于描述事件或人物，不涉及比较或情感倾向时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03532|nc_04341
NEUTRAL,neutral_information,医生的瓜还得医生吃,domain_frame,LLM_train_extraction+XHS,这句话表达了对医生圈内部事情的评论，属于客观描述，没有明显的相对立场,3,用于描述行业内部事件或观点，不带明显情感色彩或立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03323|nc_04133
NEUTRAL,neutral_information,又是被印度人吓死的一天,domain_frame,LLM_train_extraction+XHS,描述事件发生的情况，未表达明显的优劣或情感倾向，属于中性信息,2,用于描述事件或事实，不带主观评价,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03111|nc_03921
NEUTRAL,neutral_information,发一个你们觉得日本最好喝的饮料,domain_frame,LLM_train_extraction+XHS,这是请求推荐，属于信息分享，没有表现出优越或劣势,3,用于请求或分享信息时，不涉及相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03661|nc_04500
NEUTRAL,neutral_information,后来她觉得黑又把小夜灯拿去,domain_frame,LLM_train_extraction+XHS,描述女儿的行为变化，属于客观信息，没有情感色彩,3,描述行为变化时，不应引入情感倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03482|nc_04291
NEUTRAL,neutral_information,国家目前的政策是非常欢迎广大学者留学回来建设祖国的,domain_frame,LLM_train_extraction+XHS,这句话陈述国家政策，属于客观信息，没有明显的立场偏向,3,用于表达政策或事实陈述时，不应带有情感色彩或立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.9,nc_03272|nc_04082
NEUTRAL,neutral_information,坐着坐着突然说还是去床上等吧,domain_frame,LLM_train_extraction+XHS,表达女儿的意愿，属于行为描述，没有明显的相对优劣关系,3,描述行为意愿时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03482|nc_04291
NEUTRAL,neutral_information,天塌了,neutralizer_frame,LLM_train_extraction+XHS,比喻表达情绪，没有明确的相对立场，属于情绪发泄，支持中性标签,2,用于表达极端情绪时，不应作为UP或DOWN的依据,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_01034|nc_02815
NEUTRAL,neutral_information,套餐 包括主食和一份饺子,domain_frame,LLM_train_extraction+XHS,描述餐厅的具体内容，属于信息介绍，没有表达相对优劣,2,用于描述具体内容或事实，不涉及比较或立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00223|nc_00333
NEUTRAL,neutral_information,好吃是真的很好吃，但是吃两个能腻半天🤦‍♀️,neutralizer_frame,LLM_train_extraction+XHS,表达对食物的喜好和感受，没有涉及相对立场,2,描述食物口感或感受时，不引入对比或价值判断,0,0,3,NEUTRAL,1.0,train_llm,3,0.767,nc_01091|nc_01021|nc_04351
NEUTRAL,neutral_information,好多大洋姑娘,domain_frame,LLM_train_extraction+XHS,描述场景或人物，没有表达立场,2,描述场景或人物，不涉及比较或立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03093|nc_03903
NEUTRAL,neutral_information,家里有银元的，就算没派上用场，也一定要妥善保存,domain_frame,LLM_train_extraction+XHS,提供保存建议，属于中立的事实性陈述，没有表达价值判断或立场,2,用于建议或说明保存方式时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03245|nc_04055
NEUTRAL,neutral_information,工资不敌一个三五年经验的程序员,relational_marker,LLM_train_extraction+XHS,陈述事实，表达工资差距，但没有明确表达情感倾向，属于中性描述,2,用于描述比较但不带情感色彩或价值判断时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.775,nc_03177|nc_03987
NEUTRAL,neutral_information,店员说肩带在里面,domain_frame,LLM_train_extraction+XHS,这是描述店员行为的客观信息，没有表达立场或比较,2,用于描述事实或中立信息时使用，不涉及情感或立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03454|nc_04264
NEUTRAL,neutral_information,开开心心带着飞行棋去公园玩,domain_frame,LLM_train_extraction+XHS,描述行为，没有表达对行为的价值判断，属于中性信息,2,描述积极行为时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02362|nc_04251
NEUTRAL,neutral_information,当我意外得知财务经理的工资,domain_frame,LLM_train_extraction+XHS,表达个人感受和信息，没有明显的相对立场，符合中性信息的特征,3,用于描述事实或个人感受，不带明显比较或价值判断时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03177|nc_03987
NEUTRAL,neutral_information,想起曾经实验室莫名出来很多癌症的学生,domain_frame,LLM_train_extraction+XHS,回忆过去的事件，表达个人经历或观察，属于中性信息,2,用于描述个人或行业经历，不带明显立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.65,nc_03323|nc_04133
NEUTRAL,neutral_information,想起那些被bx而离开的规培生,domain_frame,LLM_train_extraction+XHS,提及行业内的现象或事件，属于客观描述，没有明显倾向,2,用于行业事件或现象的陈述，避免带有情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.65,nc_03323|nc_04133
NEUTRAL,neutral_information,感觉好幸福,affect_supporting,LLM_train_extraction+XHS,表达个人情感，没有涉及对比或立场，属于中性情感表达,2,用于表达情感，不涉及相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_02333|nc_02973
NEUTRAL,neutral_information,我冇拍,domain_frame,LLM_train_extraction+XHS,说明没有拍照，属于信息描述,2,描述行为或状态，不涉及立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03093|nc_03903
NEUTRAL,neutral_information,战斗民族的练舞方式,domain_frame,LLM_train_extraction+XHS,描述一种练舞方式，属于信息介绍，没有明显的上下或下位关系,2,用于介绍或描述某一文化或行为方式时，不涉及相对优劣,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03683|nc_04522
NEUTRAL,neutral_information,扣了我10.6,domain_frame,LLM_train_extraction+XHS,具体的收费细节，属于客观描述，没有表达相对立场,3,描述具体事件或数字，不带情感或比较色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03056|nc_03866
NEUTRAL,neutral_information,把雨还给广西,domain_frame,LLM_train_extraction+XHS,这句话表达了对天气的描述，没有明显的相对立场，属于信息传递。,3,用于描述天气或自然现象，不涉及比较或立场时使用。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03136|nc_03946
NEUTRAL,neutral_information,收到这么个腋下杀马特,domain_frame,LLM_train_extraction+XHS,描述事件细节，客观陈述，没有明显偏向或情感倾向,2,用于描述事件或事实，不带主观评价,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03703|nc_04542
NEUTRAL,neutral_information,更有利于全民健身这项运动,domain_frame,LLM_train_extraction+XHS,强调全民健身的益处，属于中立的公共利益信息，没有体现优劣对比,2,用于描述公共目标或益处时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.725,nc_03068|nc_03878
NEUTRAL,neutral_information,极大地提高了航运的安全性和便捷性,domain_frame,LLM_train_extraction+XHS,描述三峡大坝的具体效果，属于客观事实信息，没有涉及相对位置或价值判断,3,用于描述工程效果或事实，不应带有价值判断或相对立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03569|nc_04378
NEUTRAL,neutral_information,没有一位特斯拉车主能笑着过完夏天,domain_frame,LLM_train_extraction+XHS,描述天气对特斯拉车主的影响，属于信息描述，没有明显的相对立场,2,用于描述事实或现象，不涉及比较或价值判断时适用,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_02364|nc_03464
NEUTRAL,neutral_information,洗漱完后让她进来睡觉,domain_frame,LLM_train_extraction+XHS,描述日常行为，属于信息传递，没有明显的上下或下位关系,3,用于描述日常生活细节时，不涉及情感倾向或相对位置,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_03482|nc_04291
NEUTRAL,neutral_information,满满都是蛋白质,domain_frame,LLM_train_extraction+XHS,强调营养成分，属于客观信息,3,描述营养成分时，不带有立场色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00345|nc_00215
NEUTRAL,neutral_information,漂漂亮亮的老银元，就这么折损了,domain_frame,LLM_train_extraction+XHS,描述银元的外观和损坏情况，属于客观陈述，没有明显的立场偏向,2,描述物品状态或损坏情况时，保持中立,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03245|nc_04055
NEUTRAL,neutral_information,用完一定要关机,domain_frame,LLM_train_extraction+XHS,这是一个关于电脑使用建议的客观描述，不涉及相对优劣或情感色彩，符合中立信息的特征。,3,在描述电脑使用习惯或建议时使用，不带情感色彩或比较意图,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_02406|nc_04216
NEUTRAL,neutral_information,疯狂砸门,domain_frame,LLM_train_extraction+XHS,描述事件细节，属于客观描述，没有明显偏向,2,描述具体行为或事件细节时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03111|nc_03921
NEUTRAL,neutral_information,看看谁最黑！！,affect_supporting,LLM_train_extraction+XHS,描述晒黑程度，强调天气影响，没有表达优劣或对比,2,用于描述状态或结果，不带有明显的比较意图,0,0,2,NEUTRAL,1.0,train_llm,2,0.6,nc_02364|nc_03464
NEUTRAL,neutral_information,礼貌拒绝了,relational_marker,LLM_train_extraction+XHS,表达了拒绝请求的行为，属于中性信息，没有明显的上下或下位偏向,2,用于描述拒绝行为时，避免暗示立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03394|nc_04204
NEUTRAL,neutral_information,空姐也广播好几次,domain_frame,LLM_train_extraction+XHS,描述事件发生的细节，属于客观叙述，没有明显偏向,3,用于描述事件细节，不带情感色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03299|nc_04109
NEUTRAL,neutral_information,突然发现妆娘在卖我之前掉她那里的日抛,domain_frame,LLM_train_extraction+XHS,描述发现的事实，没有表达优劣或情感倾向，属于中性信息,3,仅描述事实，不涉及比较或情感色彩时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03401|nc_04211
NEUTRAL,neutral_information,考虑女性生理原因合理适当帮助女性健身,domain_frame,LLM_train_extraction+XHS,这句话表达了对女性生理原因的理解和合理帮助，属于中立信息，没有明显的相对立场,3,用于表达合理建议或客观事实时，不应带有明显的UP或DOWN倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03068|nc_03878
NEUTRAL,neutral_information,肉肉已经从潜意识里长到我的脸上了,relational_marker,LLM_train_extraction+XHS,描述身体变化，属于个人感受，没有明显的相对立场,2,用于表达个人身体变化或感受时，不涉及对比,0,0,3,NEUTRAL,1.0,train_llm,3,0.733,nc_01091|nc_01021|nc_04351
NEUTRAL,neutral_information,董小姐的底气真的是几代人努力给她的,domain_frame,LLM_train_extraction+XHS,描述个人或人物的背景，属于中性叙述，没有明显的相对立场,2,用于人物背景介绍或评价，避免情感倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.6,nc_03323|nc_04133
NEUTRAL,neutral_information,边上学边实习真的忙飞我了,domain_frame,LLM_train_extraction+XHS,描述个人生活状态，属于信息分享，没有明显的UP或DOWN倾向,2,描述个人状态时，不应带有明显偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02378|nc_04268
NEUTRAL,neutral_information,还能要吗🥺,neutralizer_frame,LLM_train_extraction+XHS,表达对当前状况的疑问，属于信息传递，没有明显的上下或下位立场，符合中性标签,2,用于表达疑问或无明确立场的情境,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03180|nc_03990
NEUTRAL,neutral_information,这12枚银元是西藏一个大哥传递给我的,domain_frame,LLM_train_extraction+XHS,描述银元的来源，属于客观信息，没有明显的情感倾向或比较,2,用于描述物品来源或事实，不涉及价值判断或立场表达,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03245|nc_04055
NEUTRAL,neutral_information,这是什么意思,relational_marker,LLM_train_extraction+XHS,询问礼物含义，表达好奇但不带立场，属于中性询问,3,用于表达疑问或寻求解释时,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03319|nc_04129
NEUTRAL,neutral_information,都快一年前约的妆，当时买了一盒日抛，用了一副之后剩下的在妆娘那里没拿走,domain_frame,LLM_train_extraction+XHS,提供时间和事件背景，属于中性描述,3,描述时间线或事件细节，不带情感或比较色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03401|nc_04211
NEUTRAL,neutral_information,酸辣柠檬虾滑,domain_frame,LLM_train_extraction+XHS,描述食物特性，属于信息介绍，没有表达相对立场,3,用于描述食物或产品特性时，不应带有立场色彩,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_00345|nc_00215
NEUTRAL,neutral_information,香港沙田马场,domain_frame,LLM_train_extraction+XHS,描述地点，属于信息性内容，没有表达立场,2,用于描述地点或事件，不涉及立场或比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03093|nc_03903
NEUTRAL,neutral_information,香港的物价太离谱了,domain_frame,LLM_train_extraction+XHS,描述香港物价高，属于客观信息，没有明显的相对立场，支持中性标签,3,仅描述事实或感受，不涉及比较或价值判断时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03056|nc_03866
NEUTRAL,neutral_observation,对猫咪友好,domain_frame,LLM_train_extraction+XHS,描述河南对猫的态度，属于客观描述，没有明显的相对立场,3,用于表达对某地或事物的中性评价时使用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03244|nc_04054
NEUTRAL,news_report,重庆警方通报,domain_frame,LLM_train_extraction+XHS,这是官方新闻报道的典型表达，表明信息中立、客观，没有明显的情感倾向。,3,用于描述官方通报或新闻报道时，避免带有情感色彩的词汇。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03307|nc_04117
NEUTRAL,nostalgia,模糊的世界清晰的爱人,domain_frame,LLM_train_extraction+XHS,描述对过去模糊世界的怀念和对爱人的清晰记忆，强调情感体验，无明显上下或下位比较。,2,用于表达个人感受时，不应引入价值判断。,0,0,2,NEUTRAL,1.0,train_llm,2,0.775,nc_03789|nc_04628
NEUTRAL,nostalgia,童年动漫回忆杀,domain_frame,LLM_train_extraction+XHS,表达对童年动画的回忆，属于情感色彩，未涉及相对位置或价值判断，符合中性标签。,3,用于表达怀旧或情感共鸣时，不应引入价值判断。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03789|nc_04628
NEUTRAL,personal_emotion,我都不知道用什么来狠狠奖励我自己,affect_supporting,LLM_train_extraction+XHS,表达个人情感和犹豫，没有明显的相对立场，属于情感抒发,2,用于表达个人感受时，不应暗示UP或DOWN,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_02361|nc_03440
NEUTRAL,personal_growth,向内探寻自己,domain_frame,LLM_train_extraction+XHS,强调自我探索，属于中性信息，没有明显的UP或DOWN倾向,3,用于描述自我提升或探索，不涉及比较或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03437|nc_04247
NEUTRAL,personal_growth,选择最合适的赛道和环境,domain_frame,LLM_train_extraction+XHS,强调适合自己的环境和发展路径，属于中性建议,3,用于鼓励个人根据自身情况做选择，不带有价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03437|nc_04247
NEUTRAL,personal_motivation,你必须往前走,domain_frame,LLM_train_extraction+XHS,强调个人行动的必要性，属于中性鼓励语气，没有明显的相对优劣关系,3,用于鼓励行动时，不涉及比较对象或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02397|nc_04237
NEUTRAL,personal_motivation,放手就今天,domain_frame,LLM_train_extraction+XHS,表达当下行动的决心，没有明显的上下关系，属于鼓励自我行动的中性表达,3,用于强调行动决心时，不带有明显的上下或优劣比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02397|nc_04237
NEUTRAL,personal_motivation,走得慢也要走,domain_frame,LLM_train_extraction+XHS,强调坚持和行动的持续性，属于中性鼓励，没有明显的上下关系,3,用于鼓励坚持，不涉及比较对象的优劣,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02397|nc_04237
NEUTRAL,personal_opinion,仅个人观点,neutralizer_frame,LLM_train_extraction+XHS,明确表示这是个人观点，强调主观性但不带有上下或下位偏向,2,用于强调主观性，避免引导读者产生立场偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03500|nc_04309
NEUTRAL,personal_persistence,坚持了10年以上,domain_frame,LLM_train_extraction+XHS,表达个人长时间坚持，属于中性描述，没有明显的UP或DOWN倾向,3,用于描述个人行为或习惯，避免暗示优劣或对比,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03782|nc_04621
NEUTRAL,positive_affect,很有趣很充实,affect_supporting,LLM_train_extraction+XHS,表达积极感受，支持整体中性信息，没有明显的UP或DOWN偏向,2,描述个人体验时，表达积极情感不一定带偏向,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_02378|nc_04268
NEUTRAL,positive_emotion,太喜欢鼠鼠了,affect_supporting,LLM_train_extraction+XHS,表达喜欢，属于正面情感，但不涉及相对立场，属于情感支持,2,表达喜爱时，不应暗示优劣对比,0,0,2,NEUTRAL,1.0,train_llm,2,0.7,nc_03589|nc_04428
NEUTRAL,product_condition,鞋后跟内衬都磨破了,domain_frame,LLM_train_extraction+XHS,描述鞋子损坏的具体状态，属于中性信息，不带明显的上下或下位立场,3,仅描述损坏情况，不涉及比较或价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_02372|nc_03452
NEUTRAL,product_description,抹茶和酸奶杯都很好喝,domain_frame,LLM_train_extraction+XHS,描述产品特点，强调产品品质，没有涉及读者与帖主的相对位置。,2,用于介绍产品或服务的具体内容时，不涉及比较或价值判断。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00339|nc_00229
NEUTRAL,product_design,这种包装,domain_frame,LLM_train_extraction+XHS,提及“这种包装”是对产品包装设计的描述，没有明显的上下或下的立场偏向，属于中性信息。,3,用于描述产品特征或设计，不涉及立场偏向时适用,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03659|nc_04498
NEUTRAL,product_or_service_promotion,【星野·界玉造】感受极致日式美学奢华体验,domain_frame,LLM_train_extraction+XHS,介绍住宿推荐，属于中立的产品或服务介绍,2,用于推广旅游相关产品或服务时,0,0,2,NEUTRAL,1.0,train_llm,2,0.725,nc_00085|nc_03807
NEUTRAL,product_price_change,價格貴咗,domain_frame,LLM_train_extraction+XHS,直接陈述价格上涨，属于中性描述，没有明显的情感色彩,3,用于表达价格变动时，避免带有情感色彩的词汇,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03731|nc_04570
NEUTRAL,product_price_change,冇以前抵食了,domain_frame,LLM_train_extraction+XHS,表达价格变贵，反映产品价格变化，没有明显的正面或负面立场，属于中性信息,3,用于描述价格变动或成本变化时，不能暗示情感倾向,0,0,2,NEUTRAL,1.0,train_llm,2,0.85,nc_03731|nc_04570
NEUTRAL,product_promotion,猪猪侠T恤都上架了,domain_frame,LLM_train_extraction+XHS,这是对商品的介绍，属于信息传递，没有明显的上下关系或情感色彩。,3,用于描述商品或品牌的状态或推广信息时，不应带有情感倾向。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03253|nc_04063
NEUTRAL,product_promotion,赠品,domain_frame,LLM_train_extraction+XHS,提到赠品，属于产品促销信息，没有明显的上下关系或情感色彩，属于中性信息。,3,仅描述促销内容时使用，不涉及情感或比较。,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_00253|nc_00314
NEUTRAL,product_review,巨好用,domain_frame,LLM_train_extraction+XHS,描述产品效果，属于客观评价，没有明显的相对立场，符合NEUTRAL标签,3,用于表达产品效果时，不涉及个人立场或相对比较,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03477|nc_04286
NEUTRAL,question_prompt,什么样的食物可以让广东人破防？,relational_marker,LLM_train_extraction+XHS,提出问题引发讨论，属于引导性提问，没有明确的UP或DOWN立场,2,用于激发讨论或引导话题时，不表达立场,0,0,2,NEUTRAL,1.0,train_llm,2,0.8,nc_03734|nc_04573
NEUTRAL,relationship_criteria,对方是否爱你，你是否爱对方,relational_marker,LLM_train_extraction+XHS,强调双方的爱与被爱是关系中的筛选标准，属于中性描述，没有暗示优劣,2,用于表达关系中应关注的核心要素时适用，不带有价值判断,0,0,2,NEUTRAL,1.0,train_llm,2,0.75,nc_02413|nc_04223
NEUTRAL,relationship_insight,#擦亮眼睛看清人,domain_frame,LLM_train_extraction+XHS,提醒注意识别真伪或人品，属于中立的观察提示，没有明显偏向。,2,用作提醒或建议，强调理性观察,0,0,2,NEUTRAL,1.0,train_llm,2,0.65,nc_03448|nc_04258
NEUTRAL,relationship_insight,分手见人品,domain_frame,LLM_train_extraction+XHS,这句话表达对感情中人品的看法，属于客观观察，没有明显偏向UP或DOWN,3,用作描述感情状态或评价，不带明显情感色彩或立场,0,0,3,NEUTRAL,1.0,train_llm,3,0.8,nc_02388|nc_03448|nc_04258
